object_id,object_name,primary_object_type,secondary_object_type,max_damage_structure,max_damage_content,ground_elevtn,X Coordinate,Y Coordinate,aggregation_label: Census Block,ground_flht,extract_method,fn_damage_structure,Zoning_map
573841023,573841023,RES,RES1-2SNB,482033.138,241016.569,7.225296390638351,-79.93254517,32.771333852,450190002002007,1,centroid,RES1-2SNB,SR-4
573841025,573841025,RES,RES1-2SNB,430269.479,215134.739,5.2957168062257765,-79.93301629,32.771394898,450190002002007,1,centroid,RES1-2SNB,SR-4
573841026,573841026,RES,RES1-1SNB,264822.503,132411.251,5.196822372164727,-79.93292011,32.77142414,450190002002007,1,centroid,RES1-1SNB,SR-4
574268211,574268211,RES,RES3A,478476.949,239238.474,7.643769507570266,-79.93176892,32.771816573,450190002002009,1,centroid,RES3A,SR-4
574268213,574268213,RES,RES3A,421721.657,210860.828,7.911435046262741,-79.93199416,32.771922437,450190002002009,1,centroid,RES3A,SR-4
574268563,574268563,RES,RES3A,447254.84,223627.42,5.777163171033859,-79.933352,32.769817861,450190002002018,1,centroid,RES3A,SR-2
574268565,574268565,RES,RES1-3SNB,314262.063,157131.031,5.458379607892036,-79.93325055,32.769822756,450190002002018,1,centroid,RES1-3SNB,SR-2
574268575,574268575,RES,RES1-3SWB,767323.763,383661.881,5.642643618488312,-79.93415227,32.769904901,450190002002018,1,centroid,RES1-3SWB,SR-2
574268581,574268581,RES,RES1-1SNB,128279.769,64139.8848,7.531785517635345,-79.93217351,32.769910148,450190002002018,1,centroid,RES1-1SNB,GB
574268585,574268585,RES,RES1-2SNB,308485.608,154242.804,5.977126982989311,-79.93384413,32.770258701,450190002002018,1,centroid,RES1-2SNB,SR-3
574268608,574268608,RES,RES3A,428360.109,214180.054,5.626760388131141,-79.9338643,32.770498205,450190002002018,1,centroid,RES3A,SR-3
574268616,574268616,RES,RES1-3SWB,528547.629,264273.814,5.276271768012046,-79.93355286,32.7705268,450190002002018,1,centroid,RES1-3SWB,SR-3
574268622,574268622,RES,RES1-1SNB,301828.464,150914.232,5.626760388131141,-79.9338696,32.770513767,450190002002018,1,centroid,RES1-1SNB,SR-3
574268678,574268678,RES,RES3A,451644.83,225822.415,5.192127919578552,-79.93394756,32.771041741,450190001003028,1,centroid,RES3A,SR-3
574268684,574268684,RES,RES1-3SNB,412299.51,206149.755,5.861863564167023,-79.93411191,32.77135412,450190001003028,1,centroid,RES1-3SNB,SR-3
574293771,574293771,RES,RES1-2SNB,337508.581,168754.29,8.614622821035384,-79.93220751,32.773603483,450190002002002,1,centroid,RES1-2SNB,SR-4
574293773,574293773,RES,RES1-2SNB,295340.229,147670.114,8.135447612285613,-79.93169283,32.773642137,450190002002002,1,centroid,RES1-2SNB,SR-5
574293777,574293777,RES,RES1-2SNB,327465.04,163732.52,8.703069233236313,-79.93184168,32.773760501,450190002002002,1,centroid,RES1-2SNB,SR-5
574293779,574293779,RES,RES1-3SNB,656001.335,328000.667,8.680607980880737,-79.93217545,32.773779475,450190002002002,1,centroid,RES1-3SNB,SR-4
574293781,574293781,RES,RES1-2SNB,418769.307,209384.653,8.45497545129776,-79.93224549,32.77388842,450190002002002,1,centroid,RES1-2SNB,SR-5
574293789,574293789,RES,RES1-2SNB,336053.908,168026.954,11.121988495969772,-79.9316909,32.774317582,450190002002002,1,centroid,RES1-2SNB,SR-5
574293793,574293793,RES,RES1-1SNB,261434.304,130717.152,11.004507111587523,-79.93230226,32.774381701,450190002002002,1,centroid,RES1-1SNB,SR-5
574371540,574371540,COM,COM1,410915.047,410915.047,11.190033223199844,-79.93242442,32.781970364,450190051002053,1,centroid,COM1,GB
574371558,574371558,COM,RES4,424183.7,212091.85,11.054359906167983,-79.9326316,32.781124507,450190051002053,1,centroid,RES4,GB
574371561,574371561,COM,COM8,2246303.85,2246303.85,12.465729887065889,-79.93276684,32.781806628,450190051002053,1,centroid,COM8,GB
574371573,574371573,COM,COM1,356976.168,356976.168,11.105838139801026,-79.93258546,32.781970217,450190051002053,1,centroid,COM1,GB
574371579,574371579,COM,COM4,37185.0175,37185.0175,11.105838139801026,-79.93258546,32.781970217,450190051002053,1,centroid,COM4,GB
574371587,574371587,COM,COM4,733852.533,733852.533,11.098756763601305,-79.93201544,32.781770845,450190051002053,1,centroid,COM4,GB
574371589,574371589,COM,COM3,256014.39,256014.39,11.098756763601305,-79.93201544,32.781770845,450190051002053,1,centroid,COM3,GB
574371649,574371649,RES,RES3A,532056.947,266028.473,10.974484204120635,-79.93388844,32.778057847,450190004001019,1,centroid,RES3A,DR-1F
574371668,574371668,COM,COM1,1663615.19,1663615.19,11.5593184267807,-79.93312309,32.777861464,450190004001019,1,centroid,COM1,GB
574371671,574371671,RES,RES1-2SNB,205857.193,102928.596,11.531796254949567,-79.93391977,32.777859319,450190004001019,1,centroid,RES1-2SNB,DR-1F
574371687,574371687,RES,RES3A,368659.25,184329.625,11.875405309877396,-79.9336595,32.7778835,450190004001019,1,centroid,RES3A,GB
574372686,574372686,RES,RES1-1SNB,431742.225,215871.112,6.541782060337066,-79.93107316,32.770696863,450190002002008,1,centroid,RES1-1SNB,SR-3
