Object ID,Object Name,Primary Object Type,Secondary Object Type,Max Potential Damage: Structure,Max Potential Damage: Content,Ground Elevation,X Coordinate,Y Coordinate,Aggregation Label: Census Block,Finished Floor Height,Extraction Method,Damage Function: Structure,Damage Function: Content
574372979,574372979,RES,RES1-2SNB,289778.056,144889.028,9.992236391,-79.93576923,32.7771816,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574372989,574372989,RES,RES3A,481115.83,240557.915,9.808039259,-79.93537325,32.77739054,4.5019E+14,1,centroid,RES3A,RES3A
574373104,574373104,RES,RES3A,481282.092,240641.046,4.743411311,-79.93870515,32.77238226,4.5019E+14,1,centroid,RES3A,RES3A
574373110,574373110,RES,RES1-3SNB,410887.581,205443.79,4.968769284,-79.9387488,32.7720184,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574373113,574373113,RES,RES1-2SNB,372899.473,186449.736,4.204893497,-79.9390071,32.77213281,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574373123,574373123,RES,RES1-2SNB,226103.945,113051.972,4.51871822,-79.93883955,32.77244473,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574421844,574421844,RES,RES3A,557468.373,278734.186,4.408356931,-79.93923788,32.77172334,4.5019E+14,1,centroid,RES3A,RES3A
574421850,574421850,RES,RES1-2SNB,377279.575,188639.787,4.954993336,-79.93925836,32.77125494,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574421855,574421855,RES,RES1-2SNB,377279.575,188639.787,4.956997366,-79.93907638,32.77144814,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574421869,574421869,RES,RES3B,390357.213,195178.606,5.007933917,-79.93946262,32.77192598,4.5019E+14,1,centroid,RES3B,RES3B
574431709,574431709,RES,RES3A,545778.769,272889.384,5.686677529,-79.93619061,32.77164811,4.5019E+14,1,centroid,RES3A,RES3A
574431713,574431713,RES,RES1-2SNB,334285.326,167142.663,5.928463935,-79.93596509,32.77162424,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574486787,574486787,RES,RES1-2SNB,159718.58,79859.2901,4.278895169,-79.93987278,32.77732168,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574486803,574486803,RES,RES1-1SNB,125023.693,62511.8469,4.431140846,-79.93833407,32.77710938,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486809,574486809,RES,RES1-1SNB,102291.53,51145.7651,4.540018276,-79.93892571,32.77604927,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486828,574486828,RES,RES1-1SNB,212663.283,106331.641,3.602313594,-79.93970129,32.77527484,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486831,574486831,RES,RES1-2SNB,235861.822,117930.911,4.386372438,-79.94012077,32.77376452,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574486837,574486837,RES,RES1-2SNB,264856.656,132428.328,4.149903908,-79.93838114,32.77433587,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574486838,574486838,RES,RES1-1SNB,228748.338,114374.169,4.149903908,-79.93838114,32.77433587,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486839,574486839,RES,RES1-1SNB,229106.199,114553.099,4.967267826,-79.9389617,32.77352905,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486846,574486846,RES,RES1-1SNB,210768.87,105384.435,3.809001702,-79.93949742,32.77307132,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486852,574486852,RES,RES1-2SNB,306268.784,153134.392,5.810693131,-79.93775971,32.77402949,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574486857,574486857,RES,RES3A,480189.335,240094.667,5.572964457,-79.93693074,32.77386202,4.5019E+14,1,centroid,RES3A,RES3A
574486858,574486858,RES,RES1-1SNB,216493.88,108246.94,4.425804588,-79.93767257,32.77278843,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486864,574486864,RES,RES1-1SNB,187137.546,93568.7731,6.445220186,-79.93541956,32.77540397,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486869,574486869,RES,RES1-1SNB,163745.352,81872.6764,5.233436599,-79.93622307,32.77462093,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486873,574486873,RES,RES1-1SNB,225088.925,112544.462,8.357450673,-79.93542766,32.77499328,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486878,574486878,RES,RES1-1SNB,184685.138,92342.5694,4.897894509,-79.93651266,32.77422512,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486879,574486879,RES,RES1-1SNB,206001.838,103000.919,7.901773149,-79.93598957,32.77395026,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486880,574486880,RES,RES1-1SNB,203264.754,101632.377,7.901773149,-79.93598957,32.77395026,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486884,574486884,RES,RES1-2SNB,222758.387,111379.193,8.586842519,-79.934546,32.77446249,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574486909,574486909,RES,RES1-2SNB,258165.54,129082.77,5.290348477,-79.93405994,32.77146952,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574486962,574486962,RES,RES1-1SNB,185091.53,92545.7653,7.31060691,-79.93727479,32.77723568,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486967,574486967,RES,RES1-1SNB,82825.092,41412.546,4.777656605,-79.93777386,32.77644532,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574487047,574487047,RES,RES1-1SNB,120443.585,60221.7925,10.10845607,-79.93516687,32.77710336,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574487059,574487059,RES,RES1-1SNB,116570.718,58285.359,10.10845607,-79.93516687,32.77710336,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574487060,574487060,RES,RES1-1SNB,170195.802,85097.901,10.10845607,-79.93516687,32.77710336,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574487061,574487061,RES,RES1-1SNB,119242.857,59621.4285,10.10845607,-79.93516687,32.77710336,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574487064,574487064,RES,RES1-1SNB,117805.077,58902.5385,10.10845607,-79.93516687,32.77710336,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574487066,574487066,RES,RES1-1SNB,115701.849,57850.9248,10.10845607,-79.93516687,32.77710336,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574487069,574487069,RES,RES1-1SNB,150287.304,75143.6521,10.10845607,-79.93516687,32.77710336,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574487072,574487072,RES,RES1-1SNB,123581.297,61790.6488,10.10845607,-79.93516687,32.77710336,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574487082,574487082,RES,RES1-2SNB,283633.056,141816.528,9.770666677,-79.934624,32.77723941,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574487088,574487088,RES,RES1-1SNB,149964.726,74982.3633,8.552477546,-79.93608199,32.7763398,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574487090,574487090,RES,RES1-1SNB,124880.956,62440.4783,9.54534625,-79.93544376,32.7764595,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574487091,574487091,RES,RES1-1SNB,189025.265,94512.6327,9.811197054,-79.9352781,32.77651496,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573789176,573789176,RES,RES1-2SNB,180738.649,90369.3247,6.601585389,-79.93692948,32.77655645,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573789446,573789446,RES,RES1-2SNB,257263.558,128631.779,4.99923336,-79.93817055,32.77663889,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573795669,573795669,RES,RES1-1SNB,138256.343,69128.1715,4.579022556,-79.93979767,32.77730708,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574268957,574268957,RES,RES1-2SNB,207403.646,103701.823,7.923299656,-79.93651901,32.77729427,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574486727,574486727,RES,RES1-2SWB,185753.513,92876.7568,6.562964394,-79.94578859,32.77706523,4.5019E+14,1,centroid,RES1-2SWB,RES1-2SWB
574488783,574488783,RES,RES1-3SNB,372056.256,186028.128,5.99898202,-79.92578441,32.77724701,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574488814,574488814,RES,RES1-1SNB,215942.064,107971.032,6.523568617,-79.92585281,32.77654305,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573807484,573807484,RES,RES1-1SWB,205549.065,102774.532,6.517235428,-79.945115,32.77701756,4.5019E+14,1,centroid,RES1-1SWB,RES1-1SWB
574422154,574422154,RES,RES1-1SNB,197146.106,98573.053,5.85921851,-79.94498354,32.77673005,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574455818,574455818,RES,RES1-2SWB,215500.947,107750.473,6.512601988,-79.94519823,32.77729412,4.5019E+14,1,centroid,RES1-2SWB,RES1-2SWB
573779361,573779361,RES,RES1-2SNB,434197.867,217098.933,11.60860177,-79.92750378,32.77410596,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573783150,573783150,RES,RES3B,535734.069,267867.034,9.117585134,-79.92917523,32.77374048,4.5019E+14,1,centroid,RES3B,RES3B
573783162,573783162,RES,RES3A,225110.489,112555.244,9.09241977,-79.93005637,32.77427209,4.5019E+14,1,centroid,RES3A,RES3A
573783435,573783435,RES,RES1-1SNB,415179.31,207589.655,6.924839692,-79.92959328,32.77135231,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573785437,573785437,COM,COM8,410663.334,410663.334,11.94588741,-79.93217246,32.77652169,4.5019E+14,1,centroid,COM8,COM8
573785651,573785651,RES,RES1-1SNB,373254.714,186627.357,7.872128832,-79.93144562,32.77316109,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573785669,573785669,RES,RES1-2SNB,330007.42,165003.71,7.711864296,-79.93185801,32.7734479,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573785673,573785673,RES,RES1-2SNB,473708.103,236854.051,7.94621381,-79.93158177,32.7734205,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573785675,573785675,RES,RES1-2SNB,312065.808,156032.904,6.883268189,-79.93132241,32.77352227,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573785814,573785814,RES,RES3A,480189.335,240094.667,10.82612652,-79.9328019,32.77485221,4.5019E+14,1,centroid,RES3A,RES3A
573785885,573785885,COM,RES4,371383.004,185691.502,6.913808921,-79.93233748,32.77179195,4.5019E+14,1,centroid,RES4,RES4
573789152,573789152,RES,RES1-1SNB,234798.806,117399.403,7.332670798,-79.93477358,32.77559159,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573789349,573789349,RES,RES3A,569700.14,284850.07,6.563157601,-79.93807295,32.77521771,4.5019E+14,1,centroid,RES3A,RES3A
573789360,573789360,RES,RES3A,389227.598,194613.799,5.508599652,-79.9378936,32.77565046,4.5019E+14,1,centroid,RES3A,RES3A
573789689,573789689,RES,RES3A,405697.829,202848.914,4.902277641,-79.93837331,32.77259903,4.5019E+14,1,centroid,RES3A,RES3A
573789693,573789693,RES,RES1-3SWB,457802.262,228901.131,5.036521854,-79.93855791,32.77271912,4.5019E+14,1,centroid,RES1-3SWB,RES1-3SWB
573795586,573795586,RES,RES3A,278092.662,139046.331,4.014080797,-79.9401507,32.77534358,4.5019E+14,1,centroid,RES3A,RES3A
573795671,573795671,RES,RES1-1SNB,140593.559,70296.7795,4.595014514,-79.93960418,32.77737341,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573827750,573827750,IND,IND6,147531.594,147531.594,12.13528704,-79.92972682,32.77680666,4.5019E+14,1,centroid,IND6,IND6
573827766,573827766,PUB,GOV1,2477187.66,2477187.66,12.09594641,-79.9299812,32.77713211,4.5019E+14,1,centroid,GOV1,GOV1
573831685,573831685,COM,COM4,168476.105,168476.105,10.25983701,-79.93099317,32.77478396,4.5019E+14,1,centroid,COM4,COM4
573831758,573831758,RES,RES1-2SNB,180241.924,90120.9621,10.89335931,-79.93181846,32.77497276,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573841020,573841020,RES,RES1-2SNB,372813.155,186406.577,6.449438271,-79.93230431,32.77132345,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573841028,573841028,RES,RES1-3SNB,380290.602,190145.301,6.375420955,-79.93236844,32.77076411,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573860287,573860287,RES,RES1-3SNB,417497.598,208748.799,3.643869845,-79.94063884,32.77511573,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574268235,574268235,RES,RES1-3SNB,568043.633,284021.816,9.438316799,-79.93197281,32.77235282,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574268604,574268604,COM,RES4,491030.128,245515.064,5.398818374,-79.9324734,32.77038534,4.5019E+14,1,centroid,RES4,RES4
574268755,574268755,RES,RES1-3SWB,502546.635,251273.317,5.283719611,-79.93747767,32.7742321,4.5019E+14,1,centroid,RES1-3SWB,RES1-3SWB
574268917,574268917,RES,RES3A,442128.257,221064.128,6.575107472,-79.93572505,32.77129275,4.5019E+14,1,centroid,RES3A,RES3A
574268944,574268944,RES,RES1-2SNB,196006.012,98003.006,9.944000431,-79.93613698,32.77702593,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574269202,574269202,RES,RES3A,564951.221,282475.61,7.469354735,-79.93746303,32.77536263,4.5019E+14,1,centroid,RES3A,RES3A
574269218,574269218,RES,RES1-2SNB,270293.187,135146.593,6.687449716,-79.93664764,32.77580419,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574293769,574293769,RES,RES3A,622104.535,311052.267,8.614622821,-79.93219068,32.77352438,4.5019E+14,1,centroid,RES3A,RES3A
574293795,574293795,RES,RES3A,594474.301,297237.15,11.11581058,-79.93206727,32.77443453,4.5019E+14,1,centroid,RES3A,RES3A
574372457,574372457,COM,COM8,2667223.42,2667223.42,13.1363025,-79.92849911,32.77644024,4.5019E+14,1,centroid,COM8,COM8
574372529,574372529,COM,RES4,430881.468,215440.734,14.09094836,-79.92966224,32.77604809,4.5019E+14,1,centroid,RES4,RES4
574372691,574372691,RES,RES1-3SWB,909435.132,454717.566,5.638619914,-79.93051865,32.77058756,4.5019E+14,1,centroid,RES1-3SWB,RES1-3SWB
574372954,574372954,RES,RES1-2SNB,328133.35,164066.675,9.29698104,-79.93505684,32.7763231,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574431453,574431453,RES,RES1-2SNB,241995.344,120997.672,3.765749223,-79.94196237,32.77505852,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574476749,574476749,RES,RES1-1SNB,152049.256,76024.6281,5.867157192,-79.93241085,32.76996811,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574476779,574476779,RES,RES1-1SNB,157897.304,78948.6523,5.867157192,-79.93241085,32.76996811,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486836,574486836,RES,RES1-1SNB,230610.719,115305.359,4.689106159,-79.93840036,32.77487862,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486843,574486843,RES,RES1-1SNB,213084.817,106542.408,4.482762225,-79.94160737,32.77327311,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486855,574486855,RES,RES1-2SWB,362701.837,181350.918,5.374509925,-79.93784122,32.77398576,4.5019E+14,1,centroid,RES1-2SWB,RES1-2SWB
574486901,574486901,RES,RES1-2SNB,264299.063,132149.531,11.83242269,-79.93043341,32.77534059,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574486903,574486903,RES,RES1-3SNB,405277.373,202638.686,12.64864184,-79.92996702,32.77458752,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574486919,574486919,RES,RES1-3SNB,414536.025,207268.012,6.603493989,-79.93133148,32.77152187,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574486934,574486934,RES,RES1-2SNB,213836.9,106918.45,7.072415947,-79.93068697,32.77123266,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574488802,574488802,RES,RES1-1SNB,219521.577,109760.788,12.29002837,-79.92736548,32.77640732,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574488817,574488817,RES,RES1-3SNB,402410.376,201205.188,6.052678219,-79.9267068,32.77616474,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574488831,574488831,RES,RES1-2SNB,243946.92,121973.46,13.07342507,-79.92938167,32.77513948,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574488869,574488869,RES,RES1-2SNB,302292.278,151146.139,6.356549279,-79.92956131,32.77340052,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573475701,573475701,RES,RES3A,598728.541,299364.27,8.664779897,-79.93392255,32.77454325,4.5019E+14,1,centroid,RES3A,RES3A
573475712,573475712,RES,RES3B,569736.084,284868.042,10.15837926,-79.93353068,32.77513345,4.5019E+14,1,centroid,RES3B,RES3B
573789241,573789241,RES,RES1-2SWB,278399.153,139199.576,4.880106981,-79.93780143,32.7734273,4.5019E+14,1,centroid,RES1-2SWB,RES1-2SWB
573789165,573789165,RES,RES1-1SNB,121806.349,60903.1745,6.851357018,-79.93676377,32.77612835,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573789719,573789719,RES,RES3A,251233.21,125616.605,3.980367799,-79.93898076,32.77342002,4.5019E+14,1,centroid,RES3A,RES3A
574268561,574268561,RES,RES1-3SNB,434213.667,217106.833,5.754943623,-79.93304805,32.76979126,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574268618,574268618,RES,RES1-2SNB,268062.815,134031.407,5.34120798,-79.93435682,32.77054464,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574268923,574268923,RES,RES1-2SNB,197896.686,98948.3431,8.713085473,-79.9362661,32.7767933,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574269166,574269166,IND,IND6,39790.686,39790.686,5.570518476,-79.93819474,32.77464205,4.5019E+14,1,centroid,IND6,IND6
574296097,574296097,RES,RES1-1SNB,400265.735,200132.867,3.783043175,-79.94113564,32.77245098,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574371857,574371857,RES,RES3A,480818.909,240409.454,5.197428979,-79.93642432,32.77193108,4.5019E+14,1,centroid,RES3A,RES3A
574373119,574373119,RES,RES3A,677121.911,338560.955,4.561490029,-79.93928608,32.77225466,4.5019E+14,1,centroid,RES3A,RES3A
574409637,574409637,PUB,REL1,1438614.82,1438614.82,7.103692743,-79.93446534,32.7765185,4.5019E+14,1,centroid,REL1,REL1
574409644,574409644,RES,RES1-2SNB,564509.516,282254.758,12.21349194,-79.93305513,32.77660867,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574431455,574431455,RES,RES1-1SNB,178082.503,89041.2518,4.1369618,-79.94183799,32.77516174,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574431591,574431591,RES,RES1-2SNB,212442.917,106221.458,4.843343351,-79.94434665,32.77664387,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574486765,574486765,RES,RES1-3SNB,386376.796,193188.398,6.284586445,-79.94233945,32.77428307,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574486768,574486768,RES,RES1-2SNB,288903.545,144451.772,6.284586445,-79.94233945,32.77428307,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574486969,574486969,RES,RES1-1SNB,158659.537,79329.7687,4.777656605,-79.93777386,32.77644532,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574487063,574487063,RES,RES1-1SNB,124952.367,62476.1835,10.10845607,-79.93516687,32.77710336,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573789355,573789355,RES,RES3A,593639.441,296819.72,5.050250087,-79.93896268,32.77548302,4.5019E+14,1,centroid,RES3A,RES3A
573856078,573856078,RES,RES1-3SNB,262314.672,131157.336,4.185148871,-79.93854163,32.77619182,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574486797,574486797,RES,RES1-1SNB,141938.192,70969.0963,4.519453891,-79.93918923,32.77732004,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486806,574486806,RES,RES1-1SNB,186604.994,93302.4974,4.139798887,-79.9385842,32.77640874,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486818,574486818,RES,RES1-1SNB,190801.967,95400.9835,3.892720027,-79.94141607,32.77513743,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573789348,573789348,RES,RES1-2SNB,327653.685,163826.842,3.858847848,-79.93928382,32.77522315,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573789709,573789709,RES,RES3A,324401.599,162200.799,4.295035747,-79.93823357,32.77310923,4.5019E+14,1,centroid,RES3A,RES3A
573795556,573795556,RES,RES1-3SNB,386587.195,193293.597,3.376997861,-79.940148,32.77448811,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573795561,573795561,RES,RES3A,401245.916,200622.958,3.457445361,-79.9396445,32.77459701,4.5019E+14,1,centroid,RES3A,RES3A
573795569,573795569,RES,RES1-2SNB,425776.014,212888.007,3.777207473,-79.93971747,32.77485168,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573860267,573860267,RES,RES1-3SNB,351072.614,175536.307,3.332380028,-79.94056439,32.77455942,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573860269,573860269,RES,RES1-2SNB,262068.691,131034.345,3.578634827,-79.94087048,32.77463565,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573860281,573860281,RES,RES1-2SNB,286122.249,143061.124,3.772278356,-79.94093141,32.77495318,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573860283,573860283,RES,RES1-3SNB,367158.269,183579.134,3.333284658,-79.94062597,32.77499508,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574270736,574270736,RES,RES3A,93254.6714,46627.3357,3.530285446,-79.9412164,32.77320363,4.5019E+14,1,centroid,RES3A,RES3A
574372058,574372058,RES,RES1-2SNB,355470.729,177735.364,4.581693814,-79.94040588,32.7727668,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573827756,573827756,PUB,REL1,29234.9819,29234.9819,12.28739544,-79.92947989,32.77702812,4.5019E+14,1,centroid,REL1,REL1
574268928,574268928,RES,RES1-3SWB,315490.504,157745.252,6.399159952,-79.93703989,32.77678869,4.5019E+14,1,centroid,RES1-3SWB,RES1-3SWB
574372458,574372458,COM,COM4,2000417.56,2000417.56,13.1363025,-79.92849911,32.77644024,4.5019E+14,1,centroid,COM4,COM4
574372461,574372461,COM,COM4,4128829.85,4128829.85,13.86163629,-79.92746316,32.77652432,4.5019E+14,1,centroid,COM4,COM4
574372972,574372972,RES,RES1-2SNB,224283.539,112141.769,10.06546719,-79.93576441,32.77699138,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574487053,574487053,RES,RES1-1SNB,124952.367,62476.1835,10.10845607,-79.93516687,32.77710336,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574487058,574487058,RES,RES1-1SNB,117805.077,58902.5385,10.10845607,-79.93516687,32.77710336,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573779303,573779303,RES,RES1-3SWB,739984.947,369992.473,6.272487172,-79.92777691,32.77271204,4.5019E+14,1,centroid,RES1-3SWB,RES1-3SWB
573779307,573779307,RES,RES1-3SWB,411444.32,205722.16,5.366870049,-79.92826814,32.77291566,4.5019E+14,1,centroid,RES1-3SWB,RES1-3SWB
573779313,573779313,RES,RES1-2SWB,694696.632,347348.316,8.333255254,-79.92764997,32.77305777,4.5019E+14,1,centroid,RES1-2SWB,RES1-2SWB
573779333,573779333,RES,RES1-3SNB,359603.786,179801.893,8.117649915,-79.92796409,32.77345267,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573779337,573779337,RES,RES3A,361930.15,180965.075,7.920287353,-79.92876921,32.77355714,4.5019E+14,1,centroid,RES3A,RES3A
573779339,573779339,RES,RES1-2SNB,209933.749,104966.874,8.233008373,-79.92851868,32.77360264,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573779343,573779343,RES,RES3A,734947.16,367473.58,10.98024833,-79.9275327,32.77368465,4.5019E+14,1,centroid,RES3A,RES3A
573779347,573779347,RES,RES1-3SNB,416881.884,208440.942,9.133837177,-79.92878871,32.77379721,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573779363,573779363,RES,RES1-3SWB,555457.876,277728.938,11.82990944,-79.92881092,32.77420289,4.5019E+14,1,centroid,RES1-3SWB,RES1-3SWB
573779371,573779371,RES,RES3A,498752.739,249376.369,11.84605589,-79.92885668,32.77438158,4.5019E+14,1,centroid,RES3A,RES3A
573779373,573779373,RES,RES3A,519930.359,259965.179,11.55347686,-79.92837063,32.7743641,4.5019E+14,1,centroid,RES3A,RES3A
573779377,573779377,RES,RES1-2SNB,338846.472,169423.236,11.17554351,-79.92804538,32.77440602,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573779389,573779389,PUB,GOV1,3347010.7,3347010.7,12.26769306,-79.92818964,32.77465216,4.5019E+14,1,centroid,GOV1,GOV1
573779395,573779395,RES,RES1-3SNB,560908.801,280454.4,12.86979385,-79.92895577,32.77468858,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573779400,573779400,RES,RES1-3SNB,295330.613,147665.306,12.05634687,-79.9287278,32.77477883,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573779409,573779409,RES,RES1-3SNB,347198.428,173599.214,11.85238634,-79.92823428,32.77487504,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573779411,573779411,RES,RES3A,338757.613,169378.806,12.69462033,-79.92807351,32.77492452,4.5019E+14,1,centroid,RES3A,RES3A
573782602,573782602,RES,RES3A,449531.369,224765.684,5.748614344,-79.93042563,32.77337304,4.5019E+14,1,centroid,RES3A,RES3A
573782423,573782423,RES,RES1-2SNB,350729.362,175364.681,8.410483946,-79.92902039,32.77224466,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573782429,573782429,RES,RES1-3SWB,454497.005,227248.502,8.957721873,-79.92934543,32.77247594,4.5019E+14,1,centroid,RES1-3SWB,RES1-3SWB
573782431,573782431,RES,RES1-2SNB,326388.249,163194.124,7.355618587,-79.92880246,32.77246296,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573782441,573782441,RES,RES3A,593675.063,296837.531,5.216984309,-79.92814677,32.7725963,4.5019E+14,1,centroid,RES3A,RES3A
573782447,573782447,RES,RES1-2SNB,311108.691,155554.345,6.616079018,-79.92898265,32.77275848,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573782451,573782451,RES,RES3A,544856.056,272428.028,7.025245362,-79.92917171,32.77284341,4.5019E+14,1,centroid,RES3A,RES3A
573782520,573782520,RES,RES3A,474778.955,237389.477,11.82679154,-79.92830824,32.77513102,4.5019E+14,1,centroid,RES3A,RES3A
573782522,573782522,RES,RES1-2SNB,287477.568,143738.784,12.52594466,-79.92850464,32.77512307,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573782530,573782530,RES,RES1-3SNB,503736.804,251868.402,13.34200893,-79.92889412,32.775479,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
